name,longitude,latitude
Clangula hyemalis,-73.3029,40.2943
Clangula hyemalis,-71.8439,40.9587
Clangula hyemalis,-72.5768,40.7637
Clangula hyemalis,-73.406,40.3002
Clangula hyemalis,-72.5768,40.7637
Clangula hyemalis,-78.2084,33.687
Clangula hyemalis,-73.406,40.3002
Clangula hyemalis,-72.329,40.6038
