"","name","longitude","latitude"
"127","Alca torda",-70.27821,41.47048
"128","Alca torda",-70.35854,41.39512
"129","Alca torda",-70.38977,41.49785
"130","Alca torda",-70.17387,41.44245
"131","Alca torda",-70.11395,41.49006
"132","Alca torda",-70.38915,41.52253
"133","Alca torda",-70.38893,41.46155
"134","Alca torda",-70.35973,41.46676
"135","Alca torda",-70.11623,41.43125
"136","Alca torda",-70.1399,41.43208
"137","Alca torda",-70.33224,41.52922
"138","Alca torda",-70.28527,41.40334
"139","Alca torda",-70.06035,41.40127
"140","Alca torda",-70.17451,41.45918
"141","Alca torda",-70.1709,41.57615
"142","Alca torda",-70.08521,41.50289
"143","Alca torda",-70.22446,41.45787
"144","Alca torda",-70.25176,41.36009
"145","Alca torda",-70.3348,41.36783
"146","Alca torda",-70.0602,41.40112
"147","Alca torda",-70.30668,41.38812
"148","Alca torda",-70.2806,41.46232
"149","Alca torda",-70.19672,41.44088
"150","Alca torda",-70.25118,41.35302
"151","Alca torda",-70.16907,41.48874
"152","Alca torda",-70.27831,41.46466
"153","Alca torda",-70.27785,41.53298
"154","Alca torda",-70.38285,41.4092
"155","Alca torda",-70.41468,41.40407
"156","Alca torda",-70.14715,41.57695
"157","Alca torda",-70.25423,41.56527
"158","Alca torda",-70.11411,41.49426
"159","Alca torda",-70.30705,41.52492
"160","Alca torda",-70.3896,41.52185
"161","Alca torda",-70.41666,41.37385
"162","Alca torda",-70.22457,41.49604
"163","Alca torda",-70.21228,41.43361
"164","Alca torda",-70.1548,41.4768
"165","Alca torda",-70.36632,41.41972
"166","Alca torda",-70.13898,41.49828
"167","Alca torda",-70.05955,41.43222
"168","Alca torda",-70.11476,41.57568
"169","Alca torda",-70.17621,41.38361
"170","Alca torda",-70.19191,41.51537
"171","Alca torda",-70.16876,41.55992
"172","Alca torda",-70.05958,41.43018
"173","Alca torda",-70.28396,41.46224
"174","Alca torda",-70.13957,41.48867
"175","Alca torda",-70.25348,41.38511
"176","Alca torda",-70.30633,41.44431
"177","Alca torda",-70.17245,41.54712
"178","Alca torda",-70.1922,41.55296
"179","Alca torda",-70.36224,41.3918
"180","Alca torda",-70.33344,41.4788
"181","Alca torda",-70.08435,41.41972
"182","Alca torda",-70.33585,41.56546
"183","Alca torda",-70.17625,41.38511
"184","Alca torda",-70.39288,41.55083
"185","Alca torda",-70.2846,41.41454
"186","Alca torda",-70.28218,41.56088
"187","Alca torda",-70.19188,41.4306
"188","Alca torda",-70.4158,41.44392
"189","Alca torda",-70.22543,41.48072
"190","Alca torda",-70.3609,41.44766
"191","Alca torda",-70.33408,41.41894
"192","Alca torda",-70.09258,41.50503
"193","Alca torda",-70.08452,41.42286
"194","Alca torda",-70.117,41.4594
"195","Alca torda",-70.36066,41.5395
"196","Alca torda",-70.19254,41.55048
"197","Alca torda",-70.30656,41.42316
"198","Alca torda",-70.33621,41.45935
"199","Alca torda",-70.11448,41.50268
"200","Alca torda",-70.20392,41.53213
"201","Alca torda",-70.41508,41.47748
"202","Alca torda",-70.19192,41.42698
"203","Alca torda",-70.07238,41.48194
"204","Alca torda",-70.28149,41.48448
"205","Alca torda",-70.1932,41.54372
"206","Alca torda",-70.22079,41.55503
"207","Alca torda",-70.08471,41.44242
"208","Alca torda",-70.2533,41.39923
"209","Alca torda",-70.16994,41.58968
"210","Alca torda",-70.16406,41.47748
"211","Alca torda",-70.39012,41.50894
"212","Alca torda",-70.3028,41.55266
"213","Alca torda",-70.33354,41.48776
"214","Alca torda",-70.33656,41.56631
"215","Alca torda",-70.13918,41.49571
"216","Alca torda",-70.36352,41.38588
"217","Alca torda",-70.08511,41.39276
"218","Alca torda",-70.38731,41.44853
"219","Alca torda",-70.25517,41.48322
"220","Alca torda",-70.36227,41.40128
"221","Alca torda",-70.4132,41.49592
"222","Alca torda",-70.30721,41.38034
"223","Alca torda",-70.28172,41.49368
"224","Alca torda",-70.12052,41.50912
"225","Alca torda",-70.23752,41.41932
"226","Alca torda",-70.30282,41.5551
"227","Alca torda",-70.16396,41.46775
"228","Alca torda",-70.16415,41.41196
"229","Alca torda",-70.18588,41.51792
"230","Alca torda",-70.359,41.43692
"231","Alca torda",-70.30865,41.41728
"232","Alca torda",-70.41655,41.42923
"233","Alca torda",-70.33392,41.39668
"234","Alca torda",-70.30287,41.55747
"235","Alca torda",-70.20647,41.55073
"236","Alca torda",-70.08509,41.46638
"237","Alca torda",-70.065,41.35472
"238","Alca torda",-70.3624,41.50412
"239","Alca torda",-70.16739,41.59824
"240","Alca torda",-70.30776,41.40741
"241","Alca torda",-70.39162,41.37722
"242","Alca torda",-70.0858,41.41916
"243","Alca torda",-70.39269,41.39766
"244","Alca torda",-70.389,41.55092
"245","Alca torda",-70.11269,41.43113
"246","Alca torda",-70.19537,41.44329
"247","Alca torda",-70.28259,41.55526
"248","Alca torda",-70.30784,41.39384
"249","Alca torda",-70.19338,41.53748
"250","Alca torda",-70.38927,41.54206
"251","Alca torda",-70.13615,41.51442
"252","Alca torda",-70.30283,41.55597
"253","Alca torda",-70.36026,41.46649
"254","Alca torda",-70.07544,41.41404
"255","Alca torda",-70.30775,41.45575
"256","Alca torda",-70.3332,41.47252
"257","Alca torda",-70.30285,41.54632
"258","Alca torda",-70.30373,41.48446
"259","Alca torda",-70.20082,41.38472
"260","Alca torda",-70.17616,41.42076
"261","Alca torda",-70.19964,41.41391
"262","Alca torda",-70.42073,41.42786
"263","Alca torda",-70.11936,41.48448
"264","Alca torda",-70.28436,41.35468
"265","Alca torda",-70.40694,41.5117
"266","Alca torda",-70.08854,41.47936
"267","Alca torda",-70.28448,41.3876
"268","Alca torda",-70.17643,41.40083
"269","Alca torda",-70.4116,41.4552
"270","Alca torda",-70.17645,41.47546
"271","Alca torda",-70.22284,41.44452
"272","Alca torda",-70.2459,41.49217
"273","Alca torda",-70.08707,41.45932
"274","Alca torda",-70.1687,41.56365
"275","Alca torda",-70.19894,41.41781
"276","Alca torda",-70.25398,41.43226
"277","Alca torda",-70.30716,41.41072
"278","Alca torda",-70.22613,41.42884
"279","Alca torda",-70.41643,41.43088
"280","Alca torda",-70.05796,41.49206
"281","Alca torda",-70.17927,41.43202
"282","Alca torda",-70.33381,41.39114
"283","Alca torda",-70.3065,41.42404
"284","Alca torda",-70.06662,41.35945
"285","Alca torda",-70.30839,41.37732
